num,Ticker
1679,USB PR H
1680,WFC PR R
1681,RA
1682,GPRK
1683,TEN
1684,GSAH
1685,MS PR F
1686,WLKP
1687,CXW
1688,NP
1689,JPM PR J
1690,THQ
1691,DLY
1692,IGR
1693,PML
1694,BAC PR K
1695,FOA
1696,GRC
1697,WNC
1698,BAC PR P
1699,CAAP
1700,CSR
1701,CPUH
1702,AIO
1703,UHT
1704,BANC
1705,VMO
1706,NX
1707,SPH
1708,PHK
1709,MRC
1710,JQC
1711,CII
1712,DRD
1713,SRI
1714,DGNR
1715,GHLD
1716,BY
1717,DESP
1718,IVR
1719,TPB
1720,CARS
1721,MET PR E
1722,PRTY
1723,GLP
1724,TGI
1725,PARR
1726,AJAX
1727,BCX
1728,ASIX
1729,NEX
1730,CNP PR B
1731,SHI
1732,MSGN
1733,ARR
1734,CPUH.U
1735,BHK
1736,CCX
1737,MOD
1738,HTD
1739,SWT
1740,DFIN
1741,NDMO
1742,VVI
1743,ACCO
1744,RTP
1745,STT PR D
1746,CRHC.U
1747,CANG
1748,AUS
1749,HCC
1750,BTCM
1751,HEXO
1752,UTL
1753,EQH PR A
1754,MTW
1755,XL
1756,GMRE
1757,PNTM
1758,VTOL
1759,APSG.U
1760,AJAX.U
1761,TPC
1762,VHI
1763,EMD
1764,FI
1765,NTST
1766,SLCA
1767,BMA
1768,HFRO
1769,AMBC
1770,CPF
1771,GSAH.U
1772,CFXA
1773,NIMC
1774,SYF PR A
1775,NIE
1776,PZN
1777,AGX
1778,NMCO
1779,GS PR K
1780,ET PR E
1781,IIIN
1782,MYE
1783,GCO
1784,CBB
1785,BOE
1786,ETH
1787,PDT
1788,LDP
1789,EFC
1790,PFN
1791,AC
1792,HVT
1793,ARCH
1794,TDF
1795,WIW
1796,HOV
1797,SCHW PR D
1798,IFFT
1799,CAPL
1800,PCN
1801,KOP
1802,PAM
1803,CAI
1804,IIM
1805,BOAC
1806,VGM
1807,BZH
1808,NKX
1809,VRTV
1810,VKQ
1811,USB PR R
1812,RFL
1813,BTO
1814,CIR
1815,NPK
1816,DGNR.U
1817,AVAN
1818,FTHY
1819,ACII
1820,NLY PR F
1821,HLX
1822,GIM
1823,VTA
1824,BW
1825,WFC PR Y
1826,GS PR A
1827,MOV
1828,GPMT
1829,RBAC
1830,RTP.U
1831,MYD
1832,SOS
1833,GOAC
1834,IQI
1835,EOI
1836,BIT
1837,LDL
1838,ETJ
1839,RMAX
1840,ESTE
1841,ATEN
1842,AUS.U
1843,CCX.U
1844,GLT
1845,LGV.U
1846,FVIV.U
1847,WTRU
1848,LL
1849,CSV
1850,WCC PR A
1851,NGA
1852,FPAC
1853,BEDU
1854,PNTM.U
1855,SRG
1856,LOMA
1857,ECOM
1858,ATH PR C
1859,BBDC
1860,LPG
1861,GEO
1862,GATO
1863,NEE PR N
1864,NBR
1865,ATH PR B
1866,GNK
1867,NID
1868,HZAC
1869,BFK
1870,DCO
1871,GS PR N
1872,FRC PR L
1873,WFC PR O
1874,TWI
1875,TCS
1876,COF PR L
1877,HZON
1878,BGY
1879,RYI
1880,DMS
1881,TPGY
1882,LXFR
1883,AUD
1884,VVR
1885,HCI
1886,FLNG
1887,CYD
1888,LEAP
1889,THR
1890,NTP
1891,BOAC.U
1892,CEQP PR
1893,LEV
1894,TREB
1895,TFC PR O
1896,IHC
1897,WTTR
1898,ALL PR G
1899,GCI
1900,KNOP
1901,USB PR P
1902,SXC
1903,HGH
1904,VGAC
1905,OPY
1906,AVK
1907,NVGS
1908,AVD
1909,MMD
1910,GHY
1911,VCV
1912,CURO
1913,CMO
1914,NXJ
1915,CCV
1916,NBB
1917,DX
1918,MUC
1919,AVAN.U
1920,CO
1921,CLDT
1922,WPCB
1923,VYGG
1924,ACIC
1925,COF PR G
1926,MVF
1927,MET PR A
1928,SCHW PR J
1929,WPCB.U
1930,SRLP
1931,CPAC
1932,FPAC.U
1933,IDT
1934,DIAX
1935,REV
1936,SCHW PR C
1937,NGA.U
1938,ACRE
1939,MIT
1940,VEC
1941,GTS
1942,BLW
1943,SRE PR B
1944,BGB
1945,HIX
1946,CCVI
1947,APGB.U
1948,ZEPP
1949,GBL
1950,IH
1951,KEY PR I
1952,SPAQ
1953,MCS
1954,AGCB
1955,HPS
1956,BME
1957,STT PR G
1958,GOAC.U
1959,IPOD
1960,MUI
1961,RBAC.U
1962,THW
1963,CTT
1964,FF
1965,CPLG
1966,MMU
1967,NYCB PR A
1968,DFP
1969,UAN
1970,JPI
1971,RF PR B
1972,NEE PR K
1973,TMST
1974,TPGY.U
1975,PACE
1976,MPX
1977,PKO
1978,SEAH
1979,MUX
1980,SOL
1981,EFT
1982,UBA
1983,CCVI.U
1984,INSW
1985,TEO
1986,MUA
1987,TDW
1988,HZON.U
1989,SPAQ.U
1990,MNR PR C
1991,AXS PR E
1992,PROS
1993,AIG PR A
1994,IGD
1995,JFR
1996,JIH
1997,SNR
1998,IFN
1999,ATH PR D
2000,PPR
2001,VRS
2002,MBI
2003,GLOG
2004,RF PR C
2005,EBF
2006,DPG
2007,EVN
2008,NPCT
2009,JW.B
2010,HZAC.U
2011,MFL
2012,NQP
2013,LEO
2014,MYN
2015,TSPQ
2016,HMLP
2017,BXC
2018,HPI
2019,CEL
2020,PSA PR L
2021,ALL PR B
2022,KODK
2023,USX
2024,TREB.U
2025,ISD
2026,AWP
2027,BBAR
2028,UZD
2029,ACIC.U
2030,VGAC.U
2031,FSNB
2032,NLS
2033,STK
2034,MCB
2035,MS PR L
2036,JHB
2037,ARLO
2038,GSL
2039,ASPN
2040,SBR
2041,PLYM
2042,LND
2043,MCA
2044,DSU
2045,EFR
2046,NGAB
2047,ORC
2048,COF PR H
2049,TG
2050,CLW
2051,FMAC
